country_code,country,year,population,age_range,rate_type,suicide_rate,lower_bound,upper_bound
192,Cuba,2019,Total,15 to 19 years,RATE_PER_100000,3.71,,
192,Cuba,2019,Total,65 to 74 years,RATE_PER_100000,27.28,,
192,Cuba,2019,Female,15 to 29 years,RATE_PER_100000,2.11,,
192,Cuba,2019,Female,35 to 44 years,RATE_PER_100000,4.14,,
178,Congo,2019,Total,15 to 19 years,RATE_PER_100000,2.47,,
178,Congo,2019,Total,15 to 29 years,RATE_PER_100000,4.11,,
178,Congo,2019,Total,35 to 44 years,RATE_PER_100000,8.27,,
178,Congo,2019,Total,45 to 54 years,RATE_PER_100000,17.38,,
188,Costa Rica,2019,Total,85 plus years,RATE_PER_100000,3.9,,
188,Costa Rica,2019,Female,30 to 49 years,RATE_PER_100000,3.49,,
188,Costa Rica,2019,Female,75 to 84 years,RATE_PER_100000,0,,
188,Costa Rica,2019,Female,85 plus years,RATE_PER_100000,0,,
188,Costa Rica,2019,Male,15 to 24 years,RATE_PER_100000,19.06,,
188,Costa Rica,2019,Male,45 to 54 years,RATE_PER_100000,20.61,,
188,Costa Rica,2019,Male,65 to 74 years,RATE_PER_100000,9.67,,
192,Cuba,2019,Total,15 to 24 years,RATE_PER_100000,4.76,,
192,Cuba,2019,Total,30 to 49 years,RATE_PER_100000,11.92,,
192,Cuba,2019,Total,45 to 54 years,RATE_PER_100000,16.26,,
192,Cuba,2019,Total,75 to 84 years,RATE_PER_100000,42.57,,
192,Cuba,2019,Total,Total years,RATE_PER_100000,14.4504,10.5797,22.0431
192,Cuba,2019,Female,15 to 19 years,RATE_PER_100000,1.89,,
192,Cuba,2019,Female,30 to 49 years,RATE_PER_100000,4.61,,
192,Cuba,2019,Male,15 to 19 years,RATE_PER_100000,5.43,,
192,Cuba,2019,Male,65 to 74 years,RATE_PER_100000,43.94,,
178,Congo,2019,Total,75 to 84 years,RATE_PER_100000,60.75,,
178,Congo,2019,Female,15 to 19 years,RATE_PER_100000,1.19,,
178,Congo,2019,Female,15 to 24 years,RATE_PER_100000,1.42,,
178,Congo,2019,Female,Total years,RATE_PER_100000,3.45,1.94,5.67
178,Congo,2019,Male,25 to 34 years,RATE_PER_100000,9.69,,
178,Congo,2019,Male,65 to 74 years,RATE_PER_100000,69.89,,
170,Colombia,2019,Total,15 to 24 years,RATE_PER_100000,5.68,,
170,Colombia,2019,Total,15 to 29 years,RATE_PER_100000,5.43,,
170,Colombia,2019,Female,15 to 19 years,RATE_PER_100000,3.76,,
170,Colombia,2019,Female,15 to 29 years,RATE_PER_100000,2.93,,
170,Colombia,2019,Female,30 to 49 years,RATE_PER_100000,1.71,,
170,Colombia,2019,Female,75 to 84 years,RATE_PER_100000,1.29,,
192,Cuba,2019,Female,55 to 64 years,RATE_PER_100000,10.17,,
192,Cuba,2019,Male,15 to 24 years,RATE_PER_100000,7.43,,
192,Cuba,2019,Male,25 to 34 years,RATE_PER_100000,12.1,,
192,Cuba,2019,Male,35 to 44 years,RATE_PER_100000,18.92,,
170,Colombia,2019,Male,15 to 24 years,RATE_PER_100000,8.06,,
170,Colombia,2019,Male,35 to 44 years,RATE_PER_100000,6.19,,
170,Colombia,2019,Male,65 to 74 years,RATE_PER_100000,12.65,,
170,Colombia,2019,Male,75 to 84 years,RATE_PER_100000,16.99,,
170,Colombia,2019,Male,85 plus years,RATE_PER_100000,26.12,,
170,Colombia,2019,Male,Total years,RATE_PER_100000,6.13,4.19,14.5123
174,Comoros,2019,Female,25 to 34 years,RATE_PER_100000,3.21,,
174,Comoros,2019,Female,30 to 49 years,RATE_PER_100000,4.24,,
174,Comoros,2019,Female,45 to 54 years,RATE_PER_100000,7.92,,
174,Comoros,2019,Male,30 to 49 years,RATE_PER_100000,10.91,,
174,Comoros,2019,Male,35 to 44 years,RATE_PER_100000,10.9,,
132,Cabo Verde,2019,Total,35 to 44 years,RATE_PER_100000,16.77,,
132,Cabo Verde,2019,Total,55 to 64 years,RATE_PER_100000,38.08,,
132,Cabo Verde,2019,Total,Total years,RATE_PER_100000,12.9289,7.96,19.7025
132,Cabo Verde,2019,Female,15 to 29 years,RATE_PER_100000,1.72,,
132,Cabo Verde,2019,Female,35 to 44 years,RATE_PER_100000,4.08,,
132,Cabo Verde,2019,Female,45 to 54 years,RATE_PER_100000,8.71,,
132,Cabo Verde,2019,Male,65 to 74 years,RATE_PER_100000,84.19,,
132,Cabo Verde,2019,Male,75 to 84 years,RATE_PER_100000,110.2,,
132,Cabo Verde,2019,Male,Total years,RATE_PER_100000,21.3425,13.1798,32.4309
188,Costa Rica,2019,Total,15 to 29 years,RATE_PER_100000,11.01,,
188,Costa Rica,2019,Total,30 to 49 years,RATE_PER_100000,10.41,,
188,Costa Rica,2019,Total,75 to 84 years,RATE_PER_100000,4.92,,
188,Costa Rica,2019,Female,35 to 44 years,RATE_PER_100000,2.66,,
188,Costa Rica,2019,Female,65 to 74 years,RATE_PER_100000,0.58,,
188,Costa Rica,2019,Female,Total years,RATE_PER_100000,2,1.31,2.88
188,Costa Rica,2019,Male,35 to 44 years,RATE_PER_100000,18.34,,
192,Cuba,2019,Total,15 to 29 years,RATE_PER_100000,5.55,,
192,Cuba,2019,Total,25 to 34 years,RATE_PER_100000,7.5,,
192,Cuba,2019,Total,35 to 44 years,RATE_PER_100000,11.63,,
192,Cuba,2019,Total,55 to 64 years,RATE_PER_100000,23.35,,
192,Cuba,2019,Total,85 plus years,RATE_PER_100000,54.87,,
192,Cuba,2019,Female,15 to 24 years,RATE_PER_100000,1.94,,
192,Cuba,2019,Female,25 to 34 years,RATE_PER_100000,2.67,,
192,Cuba,2019,Female,45 to 54 years,RATE_PER_100000,6.73,,
192,Cuba,2019,Female,65 to 74 years,RATE_PER_100000,12.5,,
192,Cuba,2019,Female,85 plus years,RATE_PER_100000,19.33,,
192,Cuba,2019,Male,45 to 54 years,RATE_PER_100000,26,,
192,Cuba,2019,Male,Total years,RATE_PER_100000,23.0219,16.9434,36.1014
196,Cyprus,2019,Total,15 to 24 years,RATE_PER_100000,4.04,,
384,C̫te d'Ivoire,2019,Male,35 to 44 years,RATE_PER_100000,21.33,,
384,C̫te d'Ivoire,2019,Male,45 to 54 years,RATE_PER_100000,38.66,,
384,C̫te d'Ivoire,2019,Male,75 to 84 years,RATE_PER_100000,131.3,,
120,Cameroon,2019,Total,15 to 24 years,RATE_PER_100000,4.88,,
120,Cameroon,2019,Total,65 to 74 years,RATE_PER_100000,55.71,,
120,Cameroon,2019,Female,15 to 24 years,RATE_PER_100000,2.79,,
120,Cameroon,2019,Female,45 to 54 years,RATE_PER_100000,10.44,,
120,Cameroon,2019,Female,75 to 84 years,RATE_PER_100000,35.87,,
120,Cameroon,2019,Male,25 to 34 years,RATE_PER_100000,14,,
120,Cameroon,2019,Male,65 to 74 years,RATE_PER_100000,87.83,,
120,Cameroon,2019,Male,75 to 84 years,RATE_PER_100000,116.65,,
120,Cameroon,2019,Male,Total years,RATE_PER_100000,13.6282,7.98,21.8211
196,Cyprus,2019,Total,30 to 49 years,RATE_PER_100000,4.45,,
196,Cyprus,2019,Total,45 to 54 years,RATE_PER_100000,6.17,,
196,Cyprus,2019,Female,15 to 19 years,RATE_PER_100000,0,,
196,Cyprus,2019,Female,25 to 34 years,RATE_PER_100000,1.33,,
192,Cuba,2019,Male,55 to 64 years,RATE_PER_100000,37.43,,
192,Cuba,2019,Male,75 to 84 years,RATE_PER_100000,76.22,,
192,Cuba,2019,Male,85 plus years,RATE_PER_100000,106.36,,
196,Cyprus,2019,Total,15 to 19 years,RATE_PER_100000,1.78,,
196,Cyprus,2019,Female,35 to 44 years,RATE_PER_100000,2.09,,
196,Cyprus,2019,Female,55 to 64 years,RATE_PER_100000,1.11,,
196,Cyprus,2019,Female,85 plus years,RATE_PER_100000,7.13,,
196,Cyprus,2019,Female,Total years,RATE_PER_100000,1.27,0.895,1.74
180,Democratic Republic of the Congo,2019,Female,15 to 24 years,RATE_PER_100000,1.32,,
180,Democratic Republic of the Congo,2019,Female,30 to 49 years,RATE_PER_100000,2.7,,
180,Democratic Republic of the Congo,2019,Female,Total years,RATE_PER_100000,2.77,1.61,4.46
180,Democratic Republic of the Congo,2019,Male,25 to 34 years,RATE_PER_100000,9.01,,
180,Democratic Republic of the Congo,2019,Male,30 to 49 years,RATE_PER_100000,14.4,,
180,Democratic Republic of the Congo,2019,Male,75 to 84 years,RATE_PER_100000,113.63,,
180,Democratic Republic of the Congo,2019,Male,Total years,RATE_PER_100000,10.6332,6.22,17.2687
178,Congo,2019,Total,30 to 49 years,RATE_PER_100000,8.86,,
178,Congo,2019,Total,55 to 64 years,RATE_PER_100000,30.27,,
178,Congo,2019,Total,65 to 74 years,RATE_PER_100000,44.33,,
178,Congo,2019,Total,85 plus years,RATE_PER_100000,187.01,,
178,Congo,2019,Female,15 to 29 years,RATE_PER_100000,1.62,,
178,Congo,2019,Female,45 to 54 years,RATE_PER_100000,9.83,,
178,Congo,2019,Female,55 to 64 years,RATE_PER_100000,18.26,,
178,Congo,2019,Male,15 to 19 years,RATE_PER_100000,3.73,,
178,Congo,2019,Male,15 to 29 years,RATE_PER_100000,6.58,,
178,Congo,2019,Male,35 to 44 years,RATE_PER_100000,12.47,,
170,Colombia,2019,Total,15 to 19 years,RATE_PER_100000,5.51,,
170,Colombia,2019,Total,25 to 34 years,RATE_PER_100000,4.62,,
170,Colombia,2019,Total,30 to 49 years,RATE_PER_100000,3.99,,
170,Colombia,2019,Total,65 to 74 years,RATE_PER_100000,6.47,,
170,Colombia,2019,Total,Total years,RATE_PER_100000,3.9,2.65,8.4
170,Colombia,2019,Female,25 to 34 years,RATE_PER_100000,2.18,,
170,Colombia,2019,Female,65 to 74 years,RATE_PER_100000,1.29,,
170,Colombia,2019,Male,30 to 49 years,RATE_PER_100000,6.39,,
174,Comoros,2019,Total,30 to 49 years,RATE_PER_100000,7.6,,
174,Comoros,2019,Total,35 to 44 years,RATE_PER_100000,7.63,,
174,Comoros,2019,Total,55 to 64 years,RATE_PER_100000,17.66,,
174,Comoros,2019,Total,85 plus years,RATE_PER_100000,102.71,,
174,Comoros,2019,Total,Total years,RATE_PER_100000,5.38,2.47,10.09
174,Comoros,2019,Female,15 to 29 years,RATE_PER_100000,3.43,,
174,Comoros,2019,Female,35 to 44 years,RATE_PER_100000,4.32,,
196,Cyprus,2019,Total,25 to 34 years,RATE_PER_100000,2.81,,
196,Cyprus,2019,Total,55 to 64 years,RATE_PER_100000,5.59,,
196,Cyprus,2019,Total,85 plus years,RATE_PER_100000,14.27,,
196,Cyprus,2019,Female,65 to 74 years,RATE_PER_100000,1.47,,
174,Comoros,2019,Female,85 plus years,RATE_PER_100000,64.71,,
174,Comoros,2019,Male,15 to 24 years,RATE_PER_100000,4.69,,
174,Comoros,2019,Male,25 to 34 years,RATE_PER_100000,9.11,,
174,Comoros,2019,Male,45 to 54 years,RATE_PER_100000,15.78,,
174,Comoros,2019,Male,75 to 84 years,RATE_PER_100000,56.9,,
174,Comoros,2019,Male,85 plus years,RATE_PER_100000,165.26,,
174,Comoros,2019,Male,Total years,RATE_PER_100000,6.99,3.07,13.7355
132,Cabo Verde,2019,Total,25 to 34 years,RATE_PER_100000,10.04,,
196,Cyprus,2019,Male,30 to 49 years,RATE_PER_100000,7.51,,
196,Cyprus,2019,Male,Total years,RATE_PER_100000,6.02,3.74,8.38
203,Czechia,2019,Total,55 to 64 years,RATE_PER_100000,17.23,,
203,Czechia,2019,Total,65 to 74 years,RATE_PER_100000,17.81,,
132,Cabo Verde,2019,Total,30 to 49 years,RATE_PER_100000,16.61,,
132,Cabo Verde,2019,Total,75 to 84 years,RATE_PER_100000,55.53,,
132,Cabo Verde,2019,Total,85 plus years,RATE_PER_100000,95.52,,
132,Cabo Verde,2019,Female,15 to 19 years,RATE_PER_100000,1.93,,
132,Cabo Verde,2019,Female,15 to 24 years,RATE_PER_100000,1.74,,
132,Cabo Verde,2019,Female,25 to 34 years,RATE_PER_100000,2.04,,
132,Cabo Verde,2019,Female,65 to 74 years,RATE_PER_100000,14.86,,
132,Cabo Verde,2019,Female,85 plus years,RATE_PER_100000,43.71,,
203,Czechia,2019,Female,15 to 24 years,RATE_PER_100000,3.56,,
203,Czechia,2019,Female,75 to 84 years,RATE_PER_100000,5.6,,
203,Czechia,2019,Male,15 to 19 years,RATE_PER_100000,7.21,,
203,Czechia,2019,Male,25 to 34 years,RATE_PER_100000,18.13,,
132,Cabo Verde,2019,Male,15 to 24 years,RATE_PER_100000,9.81,,
132,Cabo Verde,2019,Male,25 to 34 years,RATE_PER_100000,17.37,,
188,Costa Rica,2019,Total,45 to 54 years,RATE_PER_100000,11.79,,
188,Costa Rica,2019,Total,55 to 64 years,RATE_PER_100000,10.62,,
203,Czechia,2019,Male,30 to 49 years,RATE_PER_100000,20.2,,
276,Germany,2019,Total,25 to 34 years,RATE_PER_100000,7.78,,
276,Germany,2019,Female,15 to 24 years,RATE_PER_100000,2.67,,
276,Germany,2019,Female,30 to 49 years,RATE_PER_100000,4.54,,
188,Costa Rica,2019,Female,45 to 54 years,RATE_PER_100000,3.24,,
188,Costa Rica,2019,Male,15 to 19 years,RATE_PER_100000,16.03,,
188,Costa Rica,2019,Male,25 to 34 years,RATE_PER_100000,16.72,,
188,Costa Rica,2019,Male,30 to 49 years,RATE_PER_100000,17.31,,
188,Costa Rica,2019,Male,55 to 64 years,RATE_PER_100000,19.59,,
188,Costa Rica,2019,Male,75 to 84 years,RATE_PER_100000,10.85,,
188,Costa Rica,2019,Male,Total years,RATE_PER_100000,14.1227,9.88,19.3936
192,Cuba,2019,Female,75 to 84 years,RATE_PER_100000,15.13,,
192,Cuba,2019,Female,Total years,RATE_PER_100000,6,4.3,8.18
192,Cuba,2019,Male,15 to 29 years,RATE_PER_100000,8.8,,
192,Cuba,2019,Male,30 to 49 years,RATE_PER_100000,19.08,,
196,Cyprus,2019,Total,15 to 29 years,RATE_PER_100000,3.99,,
276,Germany,2019,Female,55 to 64 years,RATE_PER_100000,8.29,,
276,Germany,2019,Female,65 to 74 years,RATE_PER_100000,8.35,,
276,Germany,2019,Male,75 to 84 years,RATE_PER_100000,44.05,,
262,Djibouti,2019,Total,25 to 34 years,RATE_PER_100000,9,,
196,Cyprus,2019,Total,35 to 44 years,RATE_PER_100000,4.88,,
196,Cyprus,2019,Female,30 to 49 years,RATE_PER_100000,1.44,,
196,Cyprus,2019,Male,15 to 19 years,RATE_PER_100000,3.42,,
196,Cyprus,2019,Male,15 to 24 years,RATE_PER_100000,6.91,,
262,Djibouti,2019,Total,45 to 54 years,RATE_PER_100000,17.99,,
262,Djibouti,2019,Total,65 to 74 years,RATE_PER_100000,37.83,,
262,Djibouti,2019,Female,15 to 24 years,RATE_PER_100000,1.88,,
262,Djibouti,2019,Female,15 to 29 years,RATE_PER_100000,3.16,,
196,Cyprus,2019,Male,25 to 34 years,RATE_PER_100000,4.16,,
196,Cyprus,2019,Male,35 to 44 years,RATE_PER_100000,7.81,,
196,Cyprus,2019,Male,55 to 64 years,RATE_PER_100000,10.14,,
203,Czechia,2019,Total,15 to 24 years,RATE_PER_100000,8.09,,
203,Czechia,2019,Total,15 to 29 years,RATE_PER_100000,9.44,,
203,Czechia,2019,Total,25 to 34 years,RATE_PER_100000,11.16,,
203,Czechia,2019,Total,30 to 49 years,RATE_PER_100000,12.59,,
203,Czechia,2019,Total,35 to 44 years,RATE_PER_100000,12.45,,
262,Djibouti,2019,Male,15 to 29 years,RATE_PER_100000,6.39,,
262,Djibouti,2019,Male,25 to 34 years,RATE_PER_100000,10.92,,
208,Denmark,2019,Male,55 to 64 years,RATE_PER_100000,22.42,,
208,Denmark,2019,Male,Total years,RATE_PER_100000,14.9349,11.8198,18.6937
203,Czechia,2019,Total,45 to 54 years,RATE_PER_100000,14.1,,
203,Czechia,2019,Total,85 plus years,RATE_PER_100000,21.28,,
203,Czechia,2019,Total,Total years,RATE_PER_100000,12.1774,9.16,15.9023
203,Czechia,2019,Female,15 to 19 years,RATE_PER_100000,4.06,,
214,Dominican Republic,2019,Total,15 to 24 years,RATE_PER_100000,3.85,,
214,Dominican Republic,2019,Total,30 to 49 years,RATE_PER_100000,6.27,,
214,Dominican Republic,2019,Total,45 to 54 years,RATE_PER_100000,6.7,,
214,Dominican Republic,2019,Total,75 to 84 years,RATE_PER_100000,14.21,,
203,Czechia,2019,Female,25 to 34 years,RATE_PER_100000,3.83,,
203,Czechia,2019,Female,85 plus years,RATE_PER_100000,4.75,,
203,Czechia,2019,Male,85 plus years,RATE_PER_100000,57.74,,
203,Czechia,2019,Male,Total years,RATE_PER_100000,19.7531,14.9845,25.5838
214,Dominican Republic,2019,Female,25 to 34 years,RATE_PER_100000,2.2,,
214,Dominican Republic,2019,Female,Total years,RATE_PER_100000,1.84,1.06,2.99
214,Dominican Republic,2019,Male,15 to 19 years,RATE_PER_100000,3.27,,
214,Dominican Republic,2019,Male,25 to 34 years,RATE_PER_100000,10.31,,
276,Germany,2019,Total,55 to 64 years,RATE_PER_100000,15.68,,
276,Germany,2019,Total,75 to 84 years,RATE_PER_100000,26.5,,
276,Germany,2019,Total,85 plus years,RATE_PER_100000,37.88,,
276,Germany,2019,Female,25 to 34 years,RATE_PER_100000,3.13,,
276,Germany,2019,Male,15 to 19 years,RATE_PER_100000,6.41,,
276,Germany,2019,Male,15 to 29 years,RATE_PER_100000,9.63,,
262,Djibouti,2019,Total,35 to 44 years,RATE_PER_100000,13.74,,
262,Djibouti,2019,Total,75 to 84 years,RATE_PER_100000,56.59,,
214,Dominican Republic,2019,Male,55 to 64 years,RATE_PER_100000,16.34,,
214,Dominican Republic,2019,Male,Total years,RATE_PER_100000,8.03,4.6,13.2667
12,Algeria,2019,Total,15 to 24 years,RATE_PER_100000,3.32,,
12,Algeria,2019,Total,35 to 44 years,RATE_PER_100000,3.89,,
262,Djibouti,2019,Female,45 to 54 years,RATE_PER_100000,11.26,,
262,Djibouti,2019,Female,65 to 74 years,RATE_PER_100000,22.87,,
262,Djibouti,2019,Female,75 to 84 years,RATE_PER_100000,33.05,,
262,Djibouti,2019,Male,35 to 44 years,RATE_PER_100000,17.57,,
12,Algeria,2019,Total,75 to 84 years,RATE_PER_100000,4.35,,
12,Algeria,2019,Total,85 plus years,RATE_PER_100000,8.34,,
12,Algeria,2019,Total,Total years,RATE_PER_100000,2.49,1.35,4.26
12,Algeria,2019,Female,15 to 19 years,RATE_PER_100000,2.17,,
12,Algeria,2019,Female,15 to 29 years,RATE_PER_100000,2.71,,
12,Algeria,2019,Female,25 to 34 years,RATE_PER_100000,2.97,,
12,Algeria,2019,Female,45 to 54 years,RATE_PER_100000,1.86,,
12,Algeria,2019,Female,75 to 84 years,RATE_PER_100000,3.01,,
12,Algeria,2019,Male,15 to 29 years,RATE_PER_100000,4.59,,
262,Djibouti,2019,Male,55 to 64 years,RATE_PER_100000,32.77,,
262,Djibouti,2019,Male,Total years,RATE_PER_100000,12.6034,5.96,23.1815
208,Denmark,2019,Total,15 to 19 years,RATE_PER_100000,3.16,,
208,Denmark,2019,Total,15 to 29 years,RATE_PER_100000,5.17,,
12,Algeria,2019,Male,75 to 84 years,RATE_PER_100000,5.89,,
218,Ecuador,2019,Total,15 to 19 years,RATE_PER_100000,11.7,,
218,Ecuador,2019,Total,15 to 24 years,RATE_PER_100000,13.08,,
218,Ecuador,2019,Total,15 to 29 years,RATE_PER_100000,12.66,,
208,Denmark,2019,Total,25 to 34 years,RATE_PER_100000,6.73,,
208,Denmark,2019,Total,30 to 49 years,RATE_PER_100000,10,,
208,Denmark,2019,Total,35 to 44 years,RATE_PER_100000,9.52,,
208,Denmark,2019,Total,45 to 54 years,RATE_PER_100000,14.17,,
208,Denmark,2019,Total,75 to 84 years,RATE_PER_100000,24.28,,
208,Denmark,2019,Total,85 plus years,RATE_PER_100000,31.83,,
208,Denmark,2019,Total,Total years,RATE_PER_100000,10.6956,8.34,13.5361
208,Denmark,2019,Female,15 to 19 years,RATE_PER_100000,2.8,,
208,Denmark,2019,Female,15 to 29 years,RATE_PER_100000,2.74,,
208,Denmark,2019,Female,35 to 44 years,RATE_PER_100000,4.47,,
208,Denmark,2019,Female,55 to 64 years,RATE_PER_100000,10.84,,
208,Denmark,2019,Female,65 to 74 years,RATE_PER_100000,8.4,,
218,Ecuador,2019,Total,45 to 54 years,RATE_PER_100000,7.03,,
218,Ecuador,2019,Total,55 to 64 years,RATE_PER_100000,8.84,,
218,Ecuador,2019,Total,75 to 84 years,RATE_PER_100000,10.55,,
218,Ecuador,2019,Female,15 to 19 years,RATE_PER_100000,9.95,,
208,Denmark,2019,Male,15 to 29 years,RATE_PER_100000,7.5,,
208,Denmark,2019,Male,35 to 44 years,RATE_PER_100000,14.56,,
208,Denmark,2019,Male,45 to 54 years,RATE_PER_100000,21.5,,
208,Denmark,2019,Male,75 to 84 years,RATE_PER_100000,35.12,,
214,Dominican Republic,2019,Total,85 plus years,RATE_PER_100000,17.98,,
214,Dominican Republic,2019,Female,15 to 19 years,RATE_PER_100000,1.71,,
214,Dominican Republic,2019,Female,15 to 24 years,RATE_PER_100000,2.01,,
214,Dominican Republic,2019,Female,15 to 29 years,RATE_PER_100000,2.06,,
214,Dominican Republic,2019,Female,75 to 84 years,RATE_PER_100000,5.01,,
214,Dominican Republic,2019,Male,30 to 49 years,RATE_PER_100000,10.54,,
214,Dominican Republic,2019,Male,35 to 44 years,RATE_PER_100000,10.22,,
214,Dominican Republic,2019,Male,65 to 74 years,RATE_PER_100000,20.39,,
218,Ecuador,2019,Female,15 to 24 years,RATE_PER_100000,8.24,,
218,Ecuador,2019,Female,35 to 44 years,RATE_PER_100000,2.94,,
218,Ecuador,2019,Female,45 to 54 years,RATE_PER_100000,2.61,,
218,Ecuador,2019,Female,55 to 64 years,RATE_PER_100000,2.64,,
214,Dominican Republic,2019,Male,75 to 84 years,RATE_PER_100000,25.07,,
12,Algeria,2019,Total,15 to 29 years,RATE_PER_100000,3.67,,
12,Algeria,2019,Total,55 to 64 years,RATE_PER_100000,2.32,,
12,Algeria,2019,Female,15 to 24 years,RATE_PER_100000,2.57,,
12,Algeria,2019,Female,30 to 49 years,RATE_PER_100000,2.84,,
12,Algeria,2019,Female,35 to 44 years,RATE_PER_100000,3.02,,
12,Algeria,2019,Female,55 to 64 years,RATE_PER_100000,1.37,,
12,Algeria,2019,Female,65 to 74 years,RATE_PER_100000,1.82,,
218,Ecuador,2019,Female,Total years,RATE_PER_100000,3.63,2.52,5.06
218,Ecuador,2019,Male,15 to 19 years,RATE_PER_100000,13.38,,
218,Ecuador,2019,Male,15 to 29 years,RATE_PER_100000,17.96,,
218,Ecuador,2019,Male,35 to 44 years,RATE_PER_100000,13.5,,
218,Ecuador,2019,Male,45 to 54 years,RATE_PER_100000,11.61,,
818,Egypt,2019,Total,15 to 29 years,RATE_PER_100000,4.09,,
818,Egypt,2019,Total,65 to 74 years,RATE_PER_100000,5.7,,
818,Egypt,2019,Total,85 plus years,RATE_PER_100000,10.75,,
12,Algeria,2019,Female,85 plus years,RATE_PER_100000,6.1,,
12,Algeria,2019,Male,55 to 64 years,RATE_PER_100000,3.25,,
12,Algeria,2019,Male,65 to 74 years,RATE_PER_100000,3.7,,
218,Ecuador,2019,Total,35 to 44 years,RATE_PER_100000,8.19,,
218,Ecuador,2019,Total,65 to 74 years,RATE_PER_100000,10.52,,
218,Ecuador,2019,Total,Total years,RATE_PER_100000,7.63,4.22,10.8296
218,Ecuador,2019,Female,30 to 49 years,RATE_PER_100000,3.2,,
218,Ecuador,2019,Female,65 to 74 years,RATE_PER_100000,3.28,,
818,Egypt,2019,Total,Total years,RATE_PER_100000,3.01,1.39,5.79
818,Egypt,2019,Female,15 to 29 years,RATE_PER_100000,3.02,,
818,Egypt,2019,Female,55 to 64 years,RATE_PER_100000,2.98,,
818,Egypt,2019,Female,75 to 84 years,RATE_PER_100000,3.5,,
818,Egypt,2019,Female,Total years,RATE_PER_100000,2,0.986,3.49
818,Egypt,2019,Male,15 to 24 years,RATE_PER_100000,4.91,,
818,Egypt,2019,Male,15 to 29 years,RATE_PER_100000,5.11,,
818,Egypt,2019,Male,25 to 34 years,RATE_PER_100000,5.69,,
218,Ecuador,2019,Female,75 to 84 years,RATE_PER_100000,3.18,,
218,Ecuador,2019,Male,15 to 24 years,RATE_PER_100000,17.75,,
218,Ecuador,2019,Male,25 to 34 years,RATE_PER_100000,16.45,,
218,Ecuador,2019,Male,Total years,RATE_PER_100000,11.63,5.92,16.5983
818,Egypt,2019,Total,15 to 24 years,RATE_PER_100000,4.04,,
818,Egypt,2019,Total,30 to 49 years,RATE_PER_100000,4.24,,
818,Egypt,2019,Total,35 to 44 years,RATE_PER_100000,4.33,,
818,Egypt,2019,Total,55 to 64 years,RATE_PER_100000,5.55,,
196,Cyprus,2019,Male,15 to 29 years,RATE_PER_100000,6.42,,
196,Cyprus,2019,Male,45 to 54 years,RATE_PER_100000,10.61,,
203,Czechia,2019,Female,15 to 29 years,RATE_PER_100000,4.06,,
203,Czechia,2019,Female,30 to 49 years,RATE_PER_100000,4.55,,
203,Czechia,2019,Female,35 to 44 years,RATE_PER_100000,4.24,,
